,date,store_nbr,transactions
17060,2014-01-05,11,3187
17061,2014-01-05,12,1226
17062,2014-01-05,13,1030
17063,2014-01-05,14,1330
17064,2014-01-05,15,1135
17065,2014-01-05,16,1203
17066,2014-01-05,17,1384
17067,2014-01-05,18,1411
17068,2014-01-05,19,1170
17069,2014-01-05,23,1066
17070,2014-01-05,24,1770
17071,2014-01-05,25,878
17072,2014-01-05,26,846
17073,2014-01-05,27,1715
17074,2014-01-05,28,1523
17075,2014-01-05,30,658
17076,2014-01-05,31,1642
17077,2014-01-05,32,667
17078,2014-01-05,33,1264
17079,2014-01-05,34,2569
17080,2014-01-05,35,631
17081,2014-01-05,36,1165
17082,2014-01-05,37,1395
17083,2014-01-05,38,2722
17084,2014-01-05,39,1705
17085,2014-01-05,40,1132
17086,2014-01-05,41,1317
17087,2014-01-05,43,1374
17088,2014-01-05,44,5123
17089,2014-01-05,45,4809
17090,2014-01-05,46,5223
17091,2014-01-05,47,5234
17092,2014-01-05,48,4701
17093,2014-01-05,49,2964
17094,2014-01-05,50,3176
17095,2014-01-05,51,2004
17096,2014-01-05,54,1107
17097,2014-01-06,1,1754
17098,2014-01-06,2,1764
17099,2014-01-06,3,3010
17100,2014-01-06,4,1331
17101,2014-01-06,5,1440
17102,2014-01-06,6,1630
17103,2014-01-06,7,1819
17104,2014-01-06,8,2845
17105,2014-01-06,9,1943
17106,2014-01-06,10,970
17107,2014-01-06,11,2371
17108,2014-01-06,12,858
17109,2014-01-06,13,729
17110,2014-01-06,14,1468
17111,2014-01-06,15,1397
17112,2014-01-06,16,897
17113,2014-01-06,17,1171
17114,2014-01-06,18,1279
17115,2014-01-06,19,1216
17116,2014-01-06,23,1147
17117,2014-01-06,24,2475
17118,2014-01-06,25,809
17119,2014-01-06,26,708
17120,2014-01-06,27,1196
17121,2014-01-06,28,1109
17122,2014-01-06,30,705
17123,2014-01-06,31,1277
17124,2014-01-06,32,625
17125,2014-01-06,33,1137
17126,2014-01-06,34,2346
17127,2014-01-06,35,648
17128,2014-01-06,36,1003
17129,2014-01-06,37,1525
17130,2014-01-06,38,1690
17131,2014-01-06,39,1378
17132,2014-01-06,40,1474
17133,2014-01-06,41,926
17134,2014-01-06,43,1300
17135,2014-01-06,44,3917
17136,2014-01-06,45,3529
17137,2014-01-06,46,3262
17138,2014-01-06,47,3675
17139,2014-01-06,48,2837
17140,2014-01-06,49,2369
17141,2014-01-06,50,2386
17142,2014-01-06,51,1686
17143,2014-01-06,54,753
17144,2014-01-07,1,1713
17145,2014-01-07,2,1775
17146,2014-01-07,3,2831
17147,2014-01-07,4,1333
17148,2014-01-07,5,1432
17149,2014-01-07,6,1620
17150,2014-01-07,7,1712
17151,2014-01-07,8,2758
17152,2014-01-07,9,2099
17153,2014-01-07,10,1000
17154,2014-01-07,11,2395
17155,2014-01-07,12,1182
17156,2014-01-07,13,970
17157,2014-01-07,14,1524
17158,2014-01-07,15,1277
17159,2014-01-07,16,1003
17160,2014-01-07,17,1186
17161,2014-01-07,18,1459
17162,2014-01-07,19,1014
17163,2014-01-07,23,1135
17164,2014-01-07,24,2212
17165,2014-01-07,25,702
17166,2014-01-07,26,645
17167,2014-01-07,27,1169
17168,2014-01-07,28,1072
17169,2014-01-07,30,724
17170,2014-01-07,31,1333
17171,2014-01-07,32,523
17172,2014-01-07,33,1228
17173,2014-01-07,34,2255
17174,2014-01-07,35,528
17175,2014-01-07,36,971
17176,2014-01-07,37,1466
17177,2014-01-07,38,1380
17178,2014-01-07,39,1314
17179,2014-01-07,40,1275
17180,2014-01-07,41,780
17181,2014-01-07,43,1328
17182,2014-01-07,44,3663
17183,2014-01-07,45,3226
17184,2014-01-07,46,3096
17185,2014-01-07,47,3578
17186,2014-01-07,48,2605
17187,2014-01-07,49,2171
17188,2014-01-07,50,2248
17189,2014-01-07,51,1640
17190,2014-01-07,54,811
17191,2014-01-08,1,1955
17192,2014-01-08,2,1972
17193,2014-01-08,3,3137
17194,2014-01-08,4,1502
17195,2014-01-08,5,1414
17196,2014-01-08,6,1769
17197,2014-01-08,7,1881
17198,2014-01-08,8,2955
17199,2014-01-08,9,1980
17200,2014-01-08,10,1001
17201,2014-01-08,11,2314
17202,2014-01-08,12,1112
17203,2014-01-08,13,786
17204,2014-01-08,14,1356
17205,2014-01-08,15,1294
17206,2014-01-08,16,820
17207,2014-01-08,17,1159
17208,2014-01-08,18,1314
17209,2014-01-08,19,1084
17210,2014-01-08,23,1205
17211,2014-01-08,24,2465
17212,2014-01-08,25,763
17213,2014-01-08,26,616
17214,2014-01-08,27,1229
17215,2014-01-08,28,950
17216,2014-01-08,30,708
17217,2014-01-08,31,1073
17218,2014-01-08,32,529
17219,2014-01-08,33,992
17220,2014-01-08,34,2118
17221,2014-01-08,35,474
17222,2014-01-08,36,851
17223,2014-01-08,37,1671
17224,2014-01-08,38,1674
17225,2014-01-08,39,1257
17226,2014-01-08,40,1150
17227,2014-01-08,41,882
17228,2014-01-08,43,1196
17229,2014-01-08,44,4254
17230,2014-01-08,45,3430
17231,2014-01-08,46,3345
17232,2014-01-08,47,3730
17233,2014-01-08,48,2636
17234,2014-01-08,49,2414
17235,2014-01-08,50,2296
17236,2014-01-08,51,1836
17237,2014-01-08,54,655
17238,2014-01-09,1,1855
17239,2014-01-09,2,1810
17240,2014-01-09,3,2835
17241,2014-01-09,4,1337
17242,2014-01-09,5,1340
17243,2014-01-09,6,1561
17244,2014-01-09,7,1784
17245,2014-01-09,8,2639
17246,2014-01-09,9,2063
17247,2014-01-09,10,998
17248,2014-01-09,11,2283
17249,2014-01-09,12,1176
17250,2014-01-09,13,840
17251,2014-01-09,14,1452
17252,2014-01-09,15,1259
17253,2014-01-09,16,861
17254,2014-01-09,17,1217
17255,2014-01-09,18,1418
17256,2014-01-09,19,1012
17257,2014-01-09,23,1071
17258,2014-01-09,24,2176
17259,2014-01-09,25,737
17260,2014-01-09,26,547
17261,2014-01-09,27,1170
17262,2014-01-09,28,943
17263,2014-01-09,30,743
17264,2014-01-09,31,1133
17265,2014-01-09,32,563
17266,2014-01-09,33,1003
17267,2014-01-09,34,2245
17268,2014-01-09,35,533
17269,2014-01-09,36,861
17270,2014-01-09,37,1499
17271,2014-01-09,38,1391
17272,2014-01-09,39,1216
17273,2014-01-09,40,1112
17274,2014-01-09,41,806
17275,2014-01-09,43,1209
17276,2014-01-09,44,3723
17277,2014-01-09,45,3054
17278,2014-01-09,46,2927
17279,2014-01-09,47,3323
17280,2014-01-09,48,2448
17281,2014-01-09,49,2052
17282,2014-01-09,50,2088
17283,2014-01-09,51,1563
17284,2014-01-09,54,699
17285,2014-01-10,1,1837
17286,2014-01-10,2,1865
17287,2014-01-10,3,2983
17288,2014-01-10,4,1443
17289,2014-01-10,5,1359
17290,2014-01-10,6,1613
17291,2014-01-10,7,1955
17292,2014-01-10,8,2934
17293,2014-01-10,9,1724
17294,2014-01-10,10,877
17295,2014-01-10,11,2068
17296,2014-01-10,12,1029
17297,2014-01-10,13,806
17298,2014-01-10,14,1234
17299,2014-01-10,15,1202
17300,2014-01-10,16,797
17301,2014-01-10,17,1053
17302,2014-01-10,18,1236
17303,2014-01-10,19,994
17304,2014-01-10,23,1198
17305,2014-01-10,24,2367
17306,2014-01-10,25,983
17307,2014-01-10,26,659
17308,2014-01-10,27,1147
17309,2014-01-10,28,907
17310,2014-01-10,30,675
17311,2014-01-10,31,1078
17312,2014-01-10,32,520
17313,2014-01-10,33,894
17314,2014-01-10,34,2464
17315,2014-01-10,35,512
17316,2014-01-10,36,753
17317,2014-01-10,37,1590
17318,2014-01-10,38,1583
17319,2014-01-10,39,1294
17320,2014-01-10,40,1076
17321,2014-01-10,41,850
17322,2014-01-10,43,1364
17323,2014-01-10,44,4010
17324,2014-01-10,45,3615
17325,2014-01-10,46,3239
17326,2014-01-10,47,3575
17327,2014-01-10,48,2587
17328,2014-01-10,49,2435
17329,2014-01-10,50,2380
17330,2014-01-10,51,1799
17331,2014-01-10,54,739
17332,2014-01-11,1,1300
17333,2014-01-11,2,2156
17334,2014-01-11,3,3636
17335,2014-01-11,4,1748
17336,2014-01-11,5,1579
17337,2014-01-11,6,2184
17338,2014-01-11,7,1851
17339,2014-01-11,8,3096
17340,2014-01-11,9,2426
17341,2014-01-11,10,1216
17342,2014-01-11,11,2680
17343,2014-01-11,12,1383
17344,2014-01-11,13,1277
17345,2014-01-11,14,1890
17346,2014-01-11,15,1311
17347,2014-01-11,16,1096
17348,2014-01-11,17,1425
17349,2014-01-11,18,1310
17350,2014-01-11,19,1871
17351,2014-01-11,23,1214
17352,2014-01-11,24,2344
17353,2014-01-11,25,1662
17354,2014-01-11,26,781
17355,2014-01-11,27,1549
17356,2014-01-11,28,1250
17357,2014-01-11,30,742
17358,2014-01-11,31,1504
17359,2014-01-11,32,678
17360,2014-01-11,33,1199
17361,2014-01-11,34,2573
17362,2014-01-11,35,601
17363,2014-01-11,36,1030
17364,2014-01-11,37,1674
17365,2014-01-11,38,2442
17366,2014-01-11,39,1759
17367,2014-01-11,40,1283
17368,2014-01-11,41,1121
17369,2014-01-11,43,1340
17370,2014-01-11,44,5053
17371,2014-01-11,45,4574
17372,2014-01-11,46,4851
17373,2014-01-11,47,4897
17374,2014-01-11,48,3850
17375,2014-01-11,49,3036
17376,2014-01-11,50,3364
17377,2014-01-11,51,1917
17378,2014-01-11,54,938
17379,2014-01-12,1,531
17380,2014-01-12,2,2107
17381,2014-01-12,3,3630
17382,2014-01-12,4,1822
17383,2014-01-12,5,1463
17384,2014-01-12,6,2328
17385,2014-01-12,7,1562
17386,2014-01-12,8,2764
17387,2014-01-12,9,2271
17388,2014-01-12,10,1035
17389,2014-01-12,11,2887
17390,2014-01-12,12,1205
17391,2014-01-12,13,878
17392,2014-01-12,14,1319
17393,2014-01-12,15,1048
17394,2014-01-12,16,1152
17395,2014-01-12,17,1345
17396,2014-01-12,18,1452
17397,2014-01-12,19,1184
17398,2014-01-12,23,1091
17399,2014-01-12,24,1715
17400,2014-01-12,25,890
17401,2014-01-12,26,724
17402,2014-01-12,27,1707
17403,2014-01-12,28,1427
17404,2014-01-12,30,658
17405,2014-01-12,31,1499
17406,2014-01-12,32,602
17407,2014-01-12,33,1271
17408,2014-01-12,34,2376
17409,2014-01-12,35,619
17410,2014-01-12,36,1029
17411,2014-01-12,37,1246
17412,2014-01-12,38,2396
17413,2014-01-12,39,1664
17414,2014-01-12,40,1049
17415,2014-01-12,41,1118
17416,2014-01-12,43,1351
17417,2014-01-12,44,4852
17418,2014-01-12,45,4541
17419,2014-01-12,46,4830
17420,2014-01-12,47,5104
17421,2014-01-12,48,4383
17422,2014-01-12,49,2930
17423,2014-01-12,50,3109
17424,2014-01-12,51,1799
17425,2014-01-12,54,1253
17426,2014-01-13,1,1887
17427,2014-01-13,2,1931
17428,2014-01-13,3,2965
17429,2014-01-13,4,1396
17430,2014-01-13,5,1373
17431,2014-01-13,6,1650
17432,2014-01-13,7,1921
17433,2014-01-13,8,2804
17434,2014-01-13,9,1989
17435,2014-01-13,10,985
17436,2014-01-13,11,2277
17437,2014-01-13,12,1187
17438,2014-01-13,13,846
17439,2014-01-13,14,1688
17440,2014-01-13,15,1333
17441,2014-01-13,16,912
17442,2014-01-13,17,1328
17443,2014-01-13,18,1360
17444,2014-01-13,19,1183
17445,2014-01-13,23,1097
17446,2014-01-13,24,2194
17447,2014-01-13,25,652
17448,2014-01-13,26,590
17449,2014-01-13,27,1141
17450,2014-01-13,28,894
17451,2014-01-13,30,684
17452,2014-01-13,31,1205
17453,2014-01-13,32,540
17454,2014-01-13,33,1126
17455,2014-01-13,34,2308
17456,2014-01-13,35,512
17457,2014-01-13,36,934
17458,2014-01-13,37,1459
17459,2014-01-13,38,1582
17460,2014-01-13,39,1358
17461,2014-01-13,40,1284
17462,2014-01-13,41,837
17463,2014-01-13,43,1333
17464,2014-01-13,44,3913
17465,2014-01-13,45,3238
17466,2014-01-13,46,3054
17467,2014-01-13,47,3304
17468,2014-01-13,48,2666
17469,2014-01-13,49,2114
17470,2014-01-13,50,2234
17471,2014-01-13,51,1547
17472,2014-01-13,54,775
17473,2014-01-14,1,1738
17474,2014-01-14,2,1755
17475,2014-01-14,3,2803
17476,2014-01-14,4,1371
17477,2014-01-14,5,1374
17478,2014-01-14,6,1559
17479,2014-01-14,7,1801
17480,2014-01-14,8,2639
17481,2014-01-14,9,1874
17482,2014-01-14,10,1059
17483,2014-01-14,11,2216
17484,2014-01-14,12,1091
17485,2014-01-14,13,877
17486,2014-01-14,14,1461
17487,2014-01-14,15,1321
17488,2014-01-14,16,906
17489,2014-01-14,17,1193
17490,2014-01-14,18,1430
17491,2014-01-14,19,1087
17492,2014-01-14,23,1046
17493,2014-01-14,24,2080
17494,2014-01-14,25,665
17495,2014-01-14,26,587
17496,2014-01-14,27,1130
17497,2014-01-14,28,961
17498,2014-01-14,30,750
17499,2014-01-14,31,1220
17500,2014-01-14,32,570
17501,2014-01-14,33,1104
17502,2014-01-14,34,2154
17503,2014-01-14,35,546
17504,2014-01-14,36,945
17505,2014-01-14,37,1443
17506,2014-01-14,38,1348
17507,2014-01-14,39,1272
17508,2014-01-14,40,1235
17509,2014-01-14,41,822
17510,2014-01-14,43,1188
17511,2014-01-14,44,3560
17512,2014-01-14,45,3021
17513,2014-01-14,46,2784
17514,2014-01-14,47,3085
17515,2014-01-14,48,2324
17516,2014-01-14,49,2001
17517,2014-01-14,50,2120
17518,2014-01-14,51,1553
17519,2014-01-14,54,655
17520,2014-01-15,1,1944
17521,2014-01-15,2,1949
17522,2014-01-15,3,3069
17523,2014-01-15,4,1487
17524,2014-01-15,5,1374
17525,2014-01-15,6,1730
17526,2014-01-15,7,1937
17527,2014-01-15,8,2961
17528,2014-01-15,9,1858
17529,2014-01-15,10,970
17530,2014-01-15,11,2075
17531,2014-01-15,12,1094
17532,2014-01-15,13,788
17533,2014-01-15,14,1316
17534,2014-01-15,15,1225
17535,2014-01-15,16,807
17536,2014-01-15,17,1113
17537,2014-01-15,18,1373
17538,2014-01-15,19,1097
17539,2014-01-15,23,1147
17540,2014-01-15,24,2408
17541,2014-01-15,25,759
17542,2014-01-15,26,696
17543,2014-01-15,27,1245
17544,2014-01-15,28,957
17545,2014-01-15,30,691
17546,2014-01-15,31,1075
17547,2014-01-15,32,537
17548,2014-01-15,33,973
17549,2014-01-15,34,2201
17550,2014-01-15,35,557
17551,2014-01-15,36,800
17552,2014-01-15,37,1606
17553,2014-01-15,38,1621
17554,2014-01-15,39,1273
17555,2014-01-15,40,1127
17556,2014-01-15,41,904
17557,2014-01-15,43,1086
17558,2014-01-15,44,3872
17559,2014-01-15,45,3274
17560,2014-01-15,46,3096
17561,2014-01-15,47,3440
17562,2014-01-15,48,2603
17563,2014-01-15,49,2220
17564,2014-01-15,50,2097
17565,2014-01-15,51,1802
17566,2014-01-15,54,670
17567,2014-01-16,1,1819
17568,2014-01-16,2,1863
17569,2014-01-16,3,2905
17570,2014-01-16,4,1392
17571,2014-01-16,5,1379
17572,2014-01-16,6,1608
17573,2014-01-16,7,1864
17574,2014-01-16,8,2741
17575,2014-01-16,9,1947
17576,2014-01-16,10,983
17577,2014-01-16,11,2336
17578,2014-01-16,12,1125
17579,2014-01-16,13,853
17580,2014-01-16,14,1422
17581,2014-01-16,15,1237
17582,2014-01-16,16,937
17583,2014-01-16,17,1163
17584,2014-01-16,18,1387
17585,2014-01-16,19,1019
17586,2014-01-16,23,1064
17587,2014-01-16,24,2269
17588,2014-01-16,25,737
17589,2014-01-16,26,673
17590,2014-01-16,27,1110
17591,2014-01-16,28,1009
17592,2014-01-16,30,712
17593,2014-01-16,31,1267
17594,2014-01-16,32,613
17595,2014-01-16,33,1006
17596,2014-01-16,34,2179
17597,2014-01-16,35,611
17598,2014-01-16,36,923
17599,2014-01-16,37,1486
17600,2014-01-16,38,1437
17601,2014-01-16,39,1311
17602,2014-01-16,40,1225
17603,2014-01-16,41,903
17604,2014-01-16,43,1147
17605,2014-01-16,44,3781
17606,2014-01-16,45,3005
17607,2014-01-16,46,2984
17608,2014-01-16,47,3359
17609,2014-01-16,48,2611
17610,2014-01-16,49,2204
17611,2014-01-16,50,2079
17612,2014-01-16,51,1546
17613,2014-01-16,54,683
17614,2014-01-17,1,1889
17615,2014-01-17,2,1912
17616,2014-01-17,3,3160
17617,2014-01-17,4,1508
17618,2014-01-17,5,1447
17619,2014-01-17,6,1707
17620,2014-01-17,7,2078
17621,2014-01-17,8,2921
17622,2014-01-17,9,1801
17623,2014-01-17,10,957
17624,2014-01-17,11,2106
17625,2014-01-17,12,1047
17626,2014-01-17,13,786
17627,2014-01-17,14,1259
17628,2014-01-17,15,1099
17629,2014-01-17,16,850
17630,2014-01-17,17,1031
17631,2014-01-17,18,1240
17632,2014-01-17,19,1038
17633,2014-01-17,23,1084
17634,2014-01-17,24,2343
17635,2014-01-17,25,986
17636,2014-01-17,26,674
17637,2014-01-17,27,1034
17638,2014-01-17,28,752
17639,2014-01-17,30,686
17640,2014-01-17,31,1040
17641,2014-01-17,32,536
17642,2014-01-17,33,919
17643,2014-01-17,34,2502
17644,2014-01-17,35,562
17645,2014-01-17,36,894
17646,2014-01-17,37,1577
17647,2014-01-17,38,1589
17648,2014-01-17,39,1227
17649,2014-01-17,40,1077
17650,2014-01-17,41,850
17651,2014-01-17,43,1267
17652,2014-01-17,44,3953
17653,2014-01-17,45,3470
17654,2014-01-17,46,3153
17655,2014-01-17,47,3491
17656,2014-01-17,48,2670
17657,2014-01-17,49,2480
17658,2014-01-17,50,2292
17659,2014-01-17,51,1863
17660,2014-01-17,54,700
17661,2014-01-18,1,1329
17662,2014-01-18,2,2156
17663,2014-01-18,3,3670
17664,2014-01-18,4,1694
17665,2014-01-18,5,1544
17666,2014-01-18,6,2205
17667,2014-01-18,7,1882
17668,2014-01-18,8,3019
17669,2014-01-18,9,2346
17670,2014-01-18,10,1197
17671,2014-01-18,11,2527
17672,2014-01-18,12,1316
17673,2014-01-18,13,1182
17674,2014-01-18,14,1811
17675,2014-01-18,15,1275
17676,2014-01-18,16,1051
17677,2014-01-18,17,1459
17678,2014-01-18,18,1324
17679,2014-01-18,19,1792
17680,2014-01-18,23,1150
17681,2014-01-18,24,2280
17682,2014-01-18,25,1458
17683,2014-01-18,26,809
17684,2014-01-18,27,1615
17685,2014-01-18,28,1226
17686,2014-01-18,30,765
17687,2014-01-18,31,1506
17688,2014-01-18,32,758
17689,2014-01-18,33,1310
17690,2014-01-18,34,2734
17691,2014-01-18,35,663
17692,2014-01-18,36,1083
17693,2014-01-18,37,1617
17694,2014-01-18,38,2343
17695,2014-01-18,39,1696
17696,2014-01-18,40,1306
17697,2014-01-18,41,1091
17698,2014-01-18,43,1296
17699,2014-01-18,44,4950
17700,2014-01-18,45,4357
17701,2014-01-18,46,4629
17702,2014-01-18,47,4602
17703,2014-01-18,48,3724
17704,2014-01-18,49,2915
17705,2014-01-18,50,3359
17706,2014-01-18,51,1905
17707,2014-01-18,54,927
17708,2014-01-19,1,504
17709,2014-01-19,2,2023
17710,2014-01-19,3,3495
17711,2014-01-19,4,1797
17712,2014-01-19,5,1468
17713,2014-01-19,6,2234
17714,2014-01-19,7,1568
17715,2014-01-19,8,2879
17716,2014-01-19,9,2260
17717,2014-01-19,10,1015
17718,2014-01-19,11,2771
17719,2014-01-19,12,1225
17720,2014-01-19,13,922
17721,2014-01-19,14,1241
17722,2014-01-19,15,1022
17723,2014-01-19,16,1097
17724,2014-01-19,17,1407
17725,2014-01-19,18,1310
17726,2014-01-19,19,1217
17727,2014-01-19,23,1065
17728,2014-01-19,24,1844
17729,2014-01-19,25,824
17730,2014-01-19,26,816
17731,2014-01-19,27,1698
17732,2014-01-19,28,1508
17733,2014-01-19,30,658
17734,2014-01-19,31,1590
17735,2014-01-19,32,675
17736,2014-01-19,33,1311
17737,2014-01-19,34,2443
17738,2014-01-19,35,621
17739,2014-01-19,36,1010
17740,2014-01-19,37,1321
17741,2014-01-19,38,2419
17742,2014-01-19,39,1609
17743,2014-01-19,40,1099
17744,2014-01-19,41,1151
17745,2014-01-19,43,1257
17746,2014-01-19,44,4711
17747,2014-01-19,45,4471
17748,2014-01-19,46,4779
17749,2014-01-19,47,4924
17750,2014-01-19,48,4258
17751,2014-01-19,49,2826
17752,2014-01-19,50,2958
17753,2014-01-19,51,1810
17754,2014-01-19,54,1202
17755,2014-01-20,1,1791
17756,2014-01-20,2,1906
17757,2014-01-20,3,2860
17758,2014-01-20,4,1403
17759,2014-01-20,5,1497
17760,2014-01-20,6,1695
17761,2014-01-20,7,1856
17762,2014-01-20,8,2623
17763,2014-01-20,9,1986
17764,2014-01-20,10,1120
17765,2014-01-20,11,2273
17766,2014-01-20,12,1117
17767,2014-01-20,13,864
17768,2014-01-20,14,1637
17769,2014-01-20,15,1377
17770,2014-01-20,16,970
17771,2014-01-20,17,1198
17772,2014-01-20,18,1305
17773,2014-01-20,19,1129
17774,2014-01-20,23,1071
17775,2014-01-20,24,2206
17776,2014-01-20,25,677
17777,2014-01-20,26,618
17778,2014-01-20,27,1016
17779,2014-01-20,28,844
17780,2014-01-20,30,690
17781,2014-01-20,31,1268
17782,2014-01-20,32,573
17783,2014-01-20,33,1151
17784,2014-01-20,34,2492
17785,2014-01-20,35,542
17786,2014-01-20,36,966
17787,2014-01-20,37,1430
17788,2014-01-20,38,1522
17789,2014-01-20,39,1306
17790,2014-01-20,40,1344
17791,2014-01-20,41,841
17792,2014-01-20,43,1286
17793,2014-01-20,44,3661
17794,2014-01-20,45,3109
17795,2014-01-20,46,3049
17796,2014-01-20,47,3234
17797,2014-01-20,48,2681
17798,2014-01-20,49,2056
17799,2014-01-20,50,2249
17800,2014-01-20,51,1628
17801,2014-01-20,54,753
17802,2014-01-21,1,1872
17803,2014-01-21,2,1850
17804,2014-01-21,3,2836
17805,2014-01-21,4,1344
17806,2014-01-21,5,1372
17807,2014-01-21,6,1591
17808,2014-01-21,7,1750
17809,2014-01-21,8,2604
17810,2014-01-21,9,1934
17811,2014-01-21,10,1100
17812,2014-01-21,11,2272
17813,2014-01-21,12,1246
17814,2014-01-21,13,876
17815,2014-01-21,14,1552
17816,2014-01-21,15,1391
17817,2014-01-21,16,833
17818,2014-01-21,17,1234
17819,2014-01-21,18,1426
17820,2014-01-21,19,1076
17821,2014-01-21,23,1061
17822,2014-01-21,24,2336
17823,2014-01-21,25,680
17824,2014-01-21,26,516
17825,2014-01-21,27,1154
17826,2014-01-21,28,1156
17827,2014-01-21,30,784
17828,2014-01-21,31,1342
17829,2014-01-21,32,625
17830,2014-01-21,33,1153
17831,2014-01-21,34,2351
17832,2014-01-21,35,632
17833,2014-01-21,36,1087
17834,2014-01-21,37,1456
17835,2014-01-21,38,1441
17836,2014-01-21,39,1351
17837,2014-01-21,40,1267
17838,2014-01-21,41,793
17839,2014-01-21,43,1244
17840,2014-01-21,44,3781
17841,2014-01-21,45,3053
17842,2014-01-21,46,2924
17843,2014-01-21,47,3264
17844,2014-01-21,48,2417
17845,2014-01-21,49,1984
17846,2014-01-21,50,2040
17847,2014-01-21,51,1513
17848,2014-01-21,54,820
17849,2014-01-22,1,1818
17850,2014-01-22,2,1936
17851,2014-01-22,3,2991
