,date,store_nbr,transactions
34284,2015-01-06,51,1653
34285,2015-01-06,53,757
34286,2015-01-06,54,842
34287,2015-01-07,1,1989
34288,2015-01-07,2,2133
34289,2015-01-07,3,3305
34290,2015-01-07,4,1595
34291,2015-01-07,5,1677
34292,2015-01-07,6,1898
34293,2015-01-07,7,1960
34294,2015-01-07,8,2979
34295,2015-01-07,9,2111
34296,2015-01-07,10,1051
34297,2015-01-07,11,2255
34298,2015-01-07,12,1234
34299,2015-01-07,13,879
34300,2015-01-07,14,1411
34301,2015-01-07,15,1420
34302,2015-01-07,16,834
34303,2015-01-07,17,1167
34304,2015-01-07,18,1423
34305,2015-01-07,19,1238
34306,2015-01-07,23,1156
34307,2015-01-07,24,2582
34308,2015-01-07,25,920
34309,2015-01-07,26,632
34310,2015-01-07,27,1509
34311,2015-01-07,28,1021
34312,2015-01-07,30,701
34313,2015-01-07,31,1297
34314,2015-01-07,32,561
34315,2015-01-07,33,1032
34316,2015-01-07,34,2034
34317,2015-01-07,35,590
34318,2015-01-07,36,1073
34319,2015-01-07,37,1793
34320,2015-01-07,38,1810
34321,2015-01-07,39,1388
34322,2015-01-07,40,1353
34323,2015-01-07,41,1070
34324,2015-01-07,43,1280
34325,2015-01-07,44,4674
34326,2015-01-07,45,3695
34327,2015-01-07,46,3457
34328,2015-01-07,47,3892
34329,2015-01-07,48,2950
34330,2015-01-07,49,2865
34331,2015-01-07,50,2448
34332,2015-01-07,51,1876
34333,2015-01-07,53,757
34334,2015-01-07,54,829
34335,2015-01-08,1,1837
34336,2015-01-08,2,1873
34337,2015-01-08,3,2957
34338,2015-01-08,4,1408
34339,2015-01-08,5,1453
34340,2015-01-08,6,1719
34341,2015-01-08,7,1706
34342,2015-01-08,8,2564
34343,2015-01-08,9,2161
34344,2015-01-08,10,998
34345,2015-01-08,11,2267
34346,2015-01-08,12,1175
34347,2015-01-08,13,850
34348,2015-01-08,14,1448
34349,2015-01-08,15,1355
34350,2015-01-08,16,873
34351,2015-01-08,17,1271
34352,2015-01-08,18,1523
34353,2015-01-08,19,1071
34354,2015-01-08,23,992
34355,2015-01-08,24,2326
34356,2015-01-08,25,764
34357,2015-01-08,26,573
34358,2015-01-08,27,1390
34359,2015-01-08,28,1071
34360,2015-01-08,30,697
34361,2015-01-08,31,1374
34362,2015-01-08,32,555
34363,2015-01-08,33,1022
34364,2015-01-08,34,2125
34365,2015-01-08,35,616
34366,2015-01-08,36,1070
34367,2015-01-08,37,1676
34368,2015-01-08,38,1508
34369,2015-01-08,39,1392
34370,2015-01-08,40,1274
34371,2015-01-08,41,954
34372,2015-01-08,43,1211
34373,2015-01-08,44,4086
34374,2015-01-08,45,3159
34375,2015-01-08,46,3021
34376,2015-01-08,47,3617
34377,2015-01-08,48,2692
34378,2015-01-08,49,2573
34379,2015-01-08,50,2185
34380,2015-01-08,51,1542
34381,2015-01-08,53,703
34382,2015-01-08,54,797
34383,2015-01-09,1,1925
34384,2015-01-09,2,2010
34385,2015-01-09,3,3236
34386,2015-01-09,4,1465
34387,2015-01-09,5,1510
34388,2015-01-09,6,1657
34389,2015-01-09,7,1890
34390,2015-01-09,8,2784
34391,2015-01-09,9,1787
34392,2015-01-09,10,902
34393,2015-01-09,11,2144
34394,2015-01-09,12,1124
34395,2015-01-09,13,804
34396,2015-01-09,14,1316
34397,2015-01-09,15,1317
34398,2015-01-09,16,819
34399,2015-01-09,17,1122
34400,2015-01-09,18,1237
34401,2015-01-09,19,1078
34402,2015-01-09,23,1026
34403,2015-01-09,24,2579
34404,2015-01-09,25,1048
34405,2015-01-09,26,562
34406,2015-01-09,27,1453
34407,2015-01-09,28,934
34408,2015-01-09,30,638
34409,2015-01-09,31,1284
34410,2015-01-09,32,543
34411,2015-01-09,33,949
34412,2015-01-09,34,2315
34413,2015-01-09,35,588
34414,2015-01-09,36,953
34415,2015-01-09,37,1695
34416,2015-01-09,38,1656
34417,2015-01-09,39,1305
34418,2015-01-09,40,1333
34419,2015-01-09,41,947
34420,2015-01-09,43,1194
34421,2015-01-09,44,4242
34422,2015-01-09,45,3647
34423,2015-01-09,46,3292
34424,2015-01-09,47,3719
34425,2015-01-09,48,2722
34426,2015-01-09,49,2816
34427,2015-01-09,50,2452
34428,2015-01-09,51,1771
34429,2015-01-09,53,729
34430,2015-01-09,54,860
34431,2015-01-10,1,1534
34432,2015-01-10,2,2083
34433,2015-01-10,3,3601
34434,2015-01-10,4,1689
34435,2015-01-10,5,1645
34436,2015-01-10,6,2122
34437,2015-01-10,7,1748
34438,2015-01-10,8,2977
34439,2015-01-10,9,2309
34440,2015-01-10,10,1121
34441,2015-01-10,11,2618
34442,2015-01-10,12,1297
34443,2015-01-10,13,1210
34444,2015-01-10,14,1664
34445,2015-01-10,15,1343
34446,2015-01-10,16,1003
34447,2015-01-10,17,1450
34448,2015-01-10,18,1264
34449,2015-01-10,19,1747
34450,2015-01-10,23,1134
34451,2015-01-10,24,2362
34452,2015-01-10,25,1311
34453,2015-01-10,26,606
34454,2015-01-10,27,1770
34455,2015-01-10,28,1209
34456,2015-01-10,30,700
34457,2015-01-10,31,1485
34458,2015-01-10,32,647
34459,2015-01-10,33,1150
34460,2015-01-10,34,2399
34461,2015-01-10,35,652
34462,2015-01-10,36,1054
34463,2015-01-10,37,1774
34464,2015-01-10,38,2167
34465,2015-01-10,39,1696
34466,2015-01-10,40,1455
34467,2015-01-10,41,1109
34468,2015-01-10,43,1304
34469,2015-01-10,44,5235
34470,2015-01-10,45,4288
34471,2015-01-10,46,4433
34472,2015-01-10,47,4658
34473,2015-01-10,48,3785
34474,2015-01-10,49,3121
34475,2015-01-10,50,3015
34476,2015-01-10,51,1901
34477,2015-01-10,53,893
34478,2015-01-10,54,979
34479,2015-01-11,1,507
34480,2015-01-11,2,2097
34481,2015-01-11,3,3675
34482,2015-01-11,4,1799
34483,2015-01-11,5,1582
34484,2015-01-11,6,2394
34485,2015-01-11,7,1507
34486,2015-01-11,8,2782
34487,2015-01-11,9,2462
34488,2015-01-11,10,1022
34489,2015-01-11,11,2793
34490,2015-01-11,12,1358
34491,2015-01-11,13,907
34492,2015-01-11,14,1330
34493,2015-01-11,15,1109
34494,2015-01-11,16,1200
34495,2015-01-11,17,1625
34496,2015-01-11,18,1427
34497,2015-01-11,19,1222
34498,2015-01-11,23,1120
34499,2015-01-11,24,1850
34500,2015-01-11,25,872
34501,2015-01-11,26,695
34502,2015-01-11,27,2065
34503,2015-01-11,28,1562
34504,2015-01-11,30,649
34505,2015-01-11,31,1708
34506,2015-01-11,32,631
34507,2015-01-11,33,1220
34508,2015-01-11,34,2214
34509,2015-01-11,35,652
34510,2015-01-11,36,1109
34511,2015-01-11,37,1382
34512,2015-01-11,38,2562
34513,2015-01-11,39,1720
34514,2015-01-11,40,1302
34515,2015-01-11,41,1343
34516,2015-01-11,43,1367
34517,2015-01-11,44,5434
34518,2015-01-11,45,4810
34519,2015-01-11,46,5200
34520,2015-01-11,47,5045
34521,2015-01-11,48,4540
34522,2015-01-11,49,3300
34523,2015-01-11,50,3223
34524,2015-01-11,51,2009
34525,2015-01-11,53,1043
34526,2015-01-11,54,1254
34527,2015-01-12,1,1929
34528,2015-01-12,2,1922
34529,2015-01-12,3,2986
34530,2015-01-12,4,1425
34531,2015-01-12,5,1498
34532,2015-01-12,6,1766
34533,2015-01-12,7,1787
34534,2015-01-12,8,2764
34535,2015-01-12,9,2019
34536,2015-01-12,10,1040
34537,2015-01-12,11,2136
34538,2015-01-12,12,1245
34539,2015-01-12,13,953
34540,2015-01-12,14,1828
34541,2015-01-12,15,1520
34542,2015-01-12,16,919
34543,2015-01-12,17,1319
34544,2015-01-12,18,1375
34545,2015-01-12,19,1296
34546,2015-01-12,23,995
34547,2015-01-12,24,2333
34548,2015-01-12,25,759
34549,2015-01-12,26,509
34550,2015-01-12,27,1442
34551,2015-01-12,28,1059
34552,2015-01-12,30,718
34553,2015-01-12,31,1294
34554,2015-01-12,32,542
34555,2015-01-12,33,1037
34556,2015-01-12,34,2286
34557,2015-01-12,35,564
34558,2015-01-12,36,1033
34559,2015-01-12,37,1669
34560,2015-01-12,38,1515
34561,2015-01-12,39,1292
34562,2015-01-12,40,1505
34563,2015-01-12,41,1001
34564,2015-01-12,43,1296
34565,2015-01-12,44,3980
34566,2015-01-12,45,3329
34567,2015-01-12,46,3105
34568,2015-01-12,47,3599
34569,2015-01-12,48,2668
34570,2015-01-12,49,2508
34571,2015-01-12,50,2451
34572,2015-01-12,51,1778
34573,2015-01-12,53,718
34574,2015-01-12,54,845
34575,2015-01-13,1,1877
34576,2015-01-13,2,1857
34577,2015-01-13,3,2844
34578,2015-01-13,4,1408
34579,2015-01-13,5,1515
34580,2015-01-13,6,1631
34581,2015-01-13,7,1649
34582,2015-01-13,8,2464
34583,2015-01-13,9,1934
34584,2015-01-13,10,1015
34585,2015-01-13,11,2219
34586,2015-01-13,12,1121
34587,2015-01-13,13,871
34588,2015-01-13,14,1416
34589,2015-01-13,15,1404
34590,2015-01-13,16,860
34591,2015-01-13,17,1272
34592,2015-01-13,18,1392
34593,2015-01-13,19,1155
34594,2015-01-13,23,1048
34595,2015-01-13,24,2249
34596,2015-01-13,25,695
34597,2015-01-13,26,550
34598,2015-01-13,27,1325
34599,2015-01-13,28,1111
34600,2015-01-13,30,702
34601,2015-01-13,31,1476
34602,2015-01-13,32,545
34603,2015-01-13,33,1070
34604,2015-01-13,34,2077
34605,2015-01-13,35,590
34606,2015-01-13,36,1058
34607,2015-01-13,37,1508
34608,2015-01-13,38,1406
34609,2015-01-13,39,1342
34610,2015-01-13,40,1391
34611,2015-01-13,41,986
34612,2015-01-13,43,1232
34613,2015-01-13,44,3885
34614,2015-01-13,45,3146
34615,2015-01-13,46,2941
34616,2015-01-13,47,3394
34617,2015-01-13,48,2417
34618,2015-01-13,49,2439
34619,2015-01-13,50,2366
34620,2015-01-13,51,1521
34621,2015-01-13,53,698
34622,2015-01-13,54,774
34623,2015-01-14,1,1936
34624,2015-01-14,2,1935
34625,2015-01-14,3,3073
34626,2015-01-14,4,1487
34627,2015-01-14,5,1416
34628,2015-01-14,6,1693
34629,2015-01-14,7,1851
34630,2015-01-14,8,2815
34631,2015-01-14,9,1847
34632,2015-01-14,10,824
34633,2015-01-14,11,1987
34634,2015-01-14,12,1185
34635,2015-01-14,13,804
34636,2015-01-14,14,1341
34637,2015-01-14,15,1280
34638,2015-01-14,16,737
34639,2015-01-14,17,1162
34640,2015-01-14,18,1310
34641,2015-01-14,19,1172
34642,2015-01-14,23,1060
34643,2015-01-14,24,2507
34644,2015-01-14,25,832
34645,2015-01-14,26,561
34646,2015-01-14,27,1460
34647,2015-01-14,28,985
34648,2015-01-14,30,625
34649,2015-01-14,31,1130
34650,2015-01-14,32,478
34651,2015-01-14,33,935
34652,2015-01-14,34,2008
34653,2015-01-14,35,533
34654,2015-01-14,36,925
34655,2015-01-14,37,1699
34656,2015-01-14,38,1651
34657,2015-01-14,39,1247
34658,2015-01-14,40,1194
34659,2015-01-14,41,934
34660,2015-01-14,43,1132
34661,2015-01-14,44,4403
34662,2015-01-14,45,3384
34663,2015-01-14,46,3056
34664,2015-01-14,47,3617
34665,2015-01-14,48,2626
34666,2015-01-14,49,2558
34667,2015-01-14,50,2326
34668,2015-01-14,51,1852
34669,2015-01-14,53,730
34670,2015-01-14,54,700
34671,2015-01-15,1,1796
34672,2015-01-15,2,1777
34673,2015-01-15,3,2816
34674,2015-01-15,4,1332
34675,2015-01-15,5,1469
34676,2015-01-15,6,1622
34677,2015-01-15,7,1665
34678,2015-01-15,8,2574
34679,2015-01-15,9,2039
34680,2015-01-15,10,990
34681,2015-01-15,11,2039
34682,2015-01-15,12,1143
34683,2015-01-15,13,829
34684,2015-01-15,14,1318
34685,2015-01-15,15,1329
34686,2015-01-15,16,764
34687,2015-01-15,17,1203
34688,2015-01-15,18,1415
34689,2015-01-15,19,1055
34690,2015-01-15,23,964
34691,2015-01-15,24,2301
34692,2015-01-15,25,747
34693,2015-01-15,26,540
34694,2015-01-15,27,1366
34695,2015-01-15,28,1046
34696,2015-01-15,30,719
34697,2015-01-15,31,1281
34698,2015-01-15,32,564
34699,2015-01-15,33,911
34700,2015-01-15,34,2153
34701,2015-01-15,35,611
34702,2015-01-15,36,1004
34703,2015-01-15,37,1520
34704,2015-01-15,38,1446
34705,2015-01-15,39,1209
34706,2015-01-15,40,1300
34707,2015-01-15,41,948
34708,2015-01-15,43,1140
34709,2015-01-15,44,3761
34710,2015-01-15,45,3070
34711,2015-01-15,46,2965
34712,2015-01-15,47,3253
34713,2015-01-15,48,2515
34714,2015-01-15,49,2436
34715,2015-01-15,50,2055
34716,2015-01-15,51,1543
34717,2015-01-15,53,687
34718,2015-01-15,54,719
34719,2015-01-16,1,1713
34720,2015-01-16,2,1733
34721,2015-01-16,3,2888
34722,2015-01-16,4,1379
34723,2015-01-16,5,1484
34724,2015-01-16,6,1507
34725,2015-01-16,7,1740
34726,2015-01-16,8,2698
34727,2015-01-16,9,1617
34728,2015-01-16,10,845
34729,2015-01-16,11,2011
34730,2015-01-16,12,1098
34731,2015-01-16,13,851
34732,2015-01-16,14,1182
34733,2015-01-16,15,1211
34734,2015-01-16,16,809
34735,2015-01-16,17,1025
34736,2015-01-16,18,1087
34737,2015-01-16,19,1039
34738,2015-01-16,23,1124
34739,2015-01-16,24,2570
34740,2015-01-16,25,1072
34741,2015-01-16,26,624
34742,2015-01-16,27,1462
34743,2015-01-16,28,930
34744,2015-01-16,30,672
34745,2015-01-16,31,1170
34746,2015-01-16,32,581
34747,2015-01-16,33,946
34748,2015-01-16,34,2404
34749,2015-01-16,35,658
34750,2015-01-16,36,961
34751,2015-01-16,37,1748
34752,2015-01-16,38,1577
34753,2015-01-16,39,1149
34754,2015-01-16,40,1223
34755,2015-01-16,41,968
34756,2015-01-16,43,1179
34757,2015-01-16,44,3879
34758,2015-01-16,45,3529
34759,2015-01-16,46,3089
34760,2015-01-16,47,3544
34761,2015-01-16,48,2688
34762,2015-01-16,49,2752
34763,2015-01-16,50,2307
34764,2015-01-16,51,1880
34765,2015-01-16,53,842
34766,2015-01-16,54,688
34767,2015-01-17,1,1473
34768,2015-01-17,2,2248
34769,2015-01-17,3,3761
34770,2015-01-17,4,1761
34771,2015-01-17,5,1662
34772,2015-01-17,6,2130
34773,2015-01-17,7,1870
34774,2015-01-17,8,3081
34775,2015-01-17,9,2470
34776,2015-01-17,10,1102
34777,2015-01-17,11,2550
34778,2015-01-17,12,1277
34779,2015-01-17,13,1219
34780,2015-01-17,14,1737
34781,2015-01-17,15,1344
34782,2015-01-17,16,1011
34783,2015-01-17,17,1407
34784,2015-01-17,18,1272
34785,2015-01-17,19,1814
34786,2015-01-17,23,1056
34787,2015-01-17,24,2231
34788,2015-01-17,25,1603
34789,2015-01-17,26,705
34790,2015-01-17,27,1922
34791,2015-01-17,28,1236
34792,2015-01-17,30,657
34793,2015-01-17,31,1518
34794,2015-01-17,32,592
34795,2015-01-17,33,1221
34796,2015-01-17,34,2594
34797,2015-01-17,35,740
34798,2015-01-17,36,1185
34799,2015-01-17,37,1575
34800,2015-01-17,38,2365
34801,2015-01-17,39,1619
34802,2015-01-17,40,1405
34803,2015-01-17,41,1228
34804,2015-01-17,43,1361
34805,2015-01-17,44,5412
34806,2015-01-17,45,4561
34807,2015-01-17,46,4775
34808,2015-01-17,47,4925
34809,2015-01-17,48,3925
34810,2015-01-17,49,3703
34811,2015-01-17,50,3288
34812,2015-01-17,51,1879
34813,2015-01-17,53,896
34814,2015-01-17,54,965
34815,2015-01-18,1,517
34816,2015-01-18,2,2092
34817,2015-01-18,3,3585
34818,2015-01-18,4,1852
34819,2015-01-18,5,1515
34820,2015-01-18,6,2232
34821,2015-01-18,7,1466
34822,2015-01-18,8,2754
34823,2015-01-18,9,2397
34824,2015-01-18,10,978
34825,2015-01-18,11,2693
34826,2015-01-18,12,1226
34827,2015-01-18,13,901
34828,2015-01-18,14,1026
34829,2015-01-18,15,1064
34830,2015-01-18,16,1120
34831,2015-01-18,17,1437
34832,2015-01-18,18,1264
34833,2015-01-18,19,1126
34834,2015-01-18,23,1058
34835,2015-01-18,24,1975
34836,2015-01-18,25,877
34837,2015-01-18,26,775
34838,2015-01-18,27,2030
34839,2015-01-18,28,1557
34840,2015-01-18,30,764
34841,2015-01-18,31,1734
34842,2015-01-18,32,745
34843,2015-01-18,33,1269
34844,2015-01-18,34,2197
34845,2015-01-18,35,742
34846,2015-01-18,36,1150
34847,2015-01-18,37,1435
34848,2015-01-18,38,2373
34849,2015-01-18,39,1629
34850,2015-01-18,40,1268
34851,2015-01-18,41,1266
34852,2015-01-18,43,1432
34853,2015-01-18,44,5078
34854,2015-01-18,45,4599
34855,2015-01-18,46,5077
34856,2015-01-18,47,4827
34857,2015-01-18,48,4284
34858,2015-01-18,49,3475
34859,2015-01-18,50,3167
34860,2015-01-18,51,1951
34861,2015-01-18,53,963
34862,2015-01-18,54,1197
34863,2015-01-19,1,1955
34864,2015-01-19,2,1910
34865,2015-01-19,3,2923
34866,2015-01-19,4,1325
34867,2015-01-19,5,1606
34868,2015-01-19,6,1698
34869,2015-01-19,7,1885
34870,2015-01-19,8,2565
34871,2015-01-19,9,1999
34872,2015-01-19,10,1004
34873,2015-01-19,11,2014
34874,2015-01-19,12,1204
34875,2015-01-19,13,914
34876,2015-01-19,14,1462
34877,2015-01-19,15,1351
34878,2015-01-19,16,905
34879,2015-01-19,17,1314
34880,2015-01-19,18,1399
34881,2015-01-19,19,1180
34882,2015-01-19,23,963
34883,2015-01-19,24,2403
34884,2015-01-19,25,744
34885,2015-01-19,26,616
34886,2015-01-19,27,1415
34887,2015-01-19,28,1084
34888,2015-01-19,30,696
34889,2015-01-19,31,1329
34890,2015-01-19,32,593
34891,2015-01-19,33,1117
34892,2015-01-19,34,2340
34893,2015-01-19,35,556
34894,2015-01-19,36,1054
34895,2015-01-19,37,1526
34896,2015-01-19,38,1471
34897,2015-01-19,39,1208
34898,2015-01-19,40,1585
34899,2015-01-19,41,905
34900,2015-01-19,43,1296
34901,2015-01-19,44,3960
34902,2015-01-19,45,3285
34903,2015-01-19,46,3083
34904,2015-01-19,47,3439
34905,2015-01-19,48,2654
34906,2015-01-19,49,2534
34907,2015-01-19,50,2249
34908,2015-01-19,51,1698
34909,2015-01-19,53,742
34910,2015-01-19,54,823
34911,2015-01-20,1,1885
34912,2015-01-20,2,1838
34913,2015-01-20,3,2845
34914,2015-01-20,4,1360
34915,2015-01-20,5,1482
34916,2015-01-20,6,1625
34917,2015-01-20,7,1696
34918,2015-01-20,8,2566
34919,2015-01-20,9,1941
34920,2015-01-20,10,984
34921,2015-01-20,11,2083
34922,2015-01-20,12,1107
34923,2015-01-20,13,846
34924,2015-01-20,14,1457
34925,2015-01-20,15,1468
34926,2015-01-20,16,899
34927,2015-01-20,17,1211
34928,2015-01-20,18,1405
34929,2015-01-20,19,1134
34930,2015-01-20,23,1021
34931,2015-01-20,24,2396
34932,2015-01-20,25,707
34933,2015-01-20,26,518
34934,2015-01-20,27,1298
34935,2015-01-20,28,1188
34936,2015-01-20,30,758
34937,2015-01-20,31,1306
34938,2015-01-20,32,611
34939,2015-01-20,33,1080
34940,2015-01-20,34,2195
34941,2015-01-20,35,637
34942,2015-01-20,36,1203
34943,2015-01-20,37,1550
34944,2015-01-20,38,1463
34945,2015-01-20,39,1412
34946,2015-01-20,40,1461
34947,2015-01-20,41,896
34948,2015-01-20,43,1225
34949,2015-01-20,44,3639
34950,2015-01-20,45,3133
34951,2015-01-20,46,2993
34952,2015-01-20,47,3309
34953,2015-01-20,48,2424
34954,2015-01-20,49,2424
34955,2015-01-20,50,2199
34956,2015-01-20,51,1509
34957,2015-01-20,53,646
34958,2015-01-20,54,777
34959,2015-01-21,1,1955
34960,2015-01-21,2,1989
34961,2015-01-21,3,3141
34962,2015-01-21,4,1552
34963,2015-01-21,5,1526
34964,2015-01-21,6,1729
34965,2015-01-21,7,1909
34966,2015-01-21,8,2790
34967,2015-01-21,9,1811
34968,2015-01-21,10,972
34969,2015-01-21,11,1910
34970,2015-01-21,12,1148
34971,2015-01-21,13,775
34972,2015-01-21,14,1367
34973,2015-01-21,15,1399
34974,2015-01-21,16,766
34975,2015-01-21,17,1223
34976,2015-01-21,18,1301
34977,2015-01-21,19,1033
34978,2015-01-21,23,1063
34979,2015-01-21,24,2581
34980,2015-01-21,25,866
34981,2015-01-21,26,483
34982,2015-01-21,27,1463
34983,2015-01-21,28,949
34984,2015-01-21,30,645
34985,2015-01-21,31,1181
34986,2015-01-21,32,546
34987,2015-01-21,33,925
34988,2015-01-21,34,2039
34989,2015-01-21,35,589
