,date,store_nbr,transactions
71510,2017-01-04,13,908
71511,2017-01-04,14,1352
71512,2017-01-04,15,1454
71513,2017-01-04,16,722
71514,2017-01-04,17,1381
71515,2017-01-04,18,1304
71516,2017-01-04,19,1226
71517,2017-01-04,20,1401
71518,2017-01-04,21,1103
71519,2017-01-04,22,788
71520,2017-01-04,23,1110
71521,2017-01-04,24,2299
71522,2017-01-04,25,1036
71523,2017-01-04,26,616
71524,2017-01-04,27,1644
71525,2017-01-04,28,1190
71526,2017-01-04,29,1180
71527,2017-01-04,30,704
71528,2017-01-04,31,1380
71529,2017-01-04,32,516
71530,2017-01-04,33,926
71531,2017-01-04,34,2128
71532,2017-01-04,35,702
71533,2017-01-04,36,1127
71534,2017-01-04,37,1776
71535,2017-01-04,38,1663
71536,2017-01-04,39,1471
71537,2017-01-04,40,1589
71538,2017-01-04,41,1270
71539,2017-01-04,42,1290
71540,2017-01-04,43,1545
71541,2017-01-04,44,4569
71542,2017-01-04,45,4016
71543,2017-01-04,46,3586
71544,2017-01-04,47,4178
71545,2017-01-04,48,2905
71546,2017-01-04,49,3193
71547,2017-01-04,50,2620
71548,2017-01-04,51,1880
71549,2017-01-04,53,1177
71550,2017-01-04,54,818
71551,2017-01-05,1,1807
71552,2017-01-05,2,1741
71553,2017-01-05,3,3109
71554,2017-01-05,4,1439
71555,2017-01-05,5,1300
71556,2017-01-05,6,1533
71557,2017-01-05,7,1693
71558,2017-01-05,8,2685
71559,2017-01-05,9,2157
71560,2017-01-05,10,842
71561,2017-01-05,11,2280
71562,2017-01-05,12,1146
71563,2017-01-05,13,774
71564,2017-01-05,14,1368
71565,2017-01-05,15,1417
71566,2017-01-05,16,703
71567,2017-01-05,17,1539
71568,2017-01-05,18,1278
71569,2017-01-05,19,1054
71570,2017-01-05,20,1525
71571,2017-01-05,21,1018
71572,2017-01-05,22,754
71573,2017-01-05,23,1002
71574,2017-01-05,24,2411
71575,2017-01-05,25,855
71576,2017-01-05,26,528
71577,2017-01-05,27,1656
71578,2017-01-05,28,1229
71579,2017-01-05,29,1180
71580,2017-01-05,30,790
71581,2017-01-05,31,1517
71582,2017-01-05,32,582
71583,2017-01-05,33,913
71584,2017-01-05,34,2042
71585,2017-01-05,35,751
71586,2017-01-05,36,1157
71587,2017-01-05,37,1358
71588,2017-01-05,38,1366
71589,2017-01-05,39,1269
71590,2017-01-05,40,1451
71591,2017-01-05,41,1068
71592,2017-01-05,42,1028
71593,2017-01-05,43,1528
71594,2017-01-05,44,4105
71595,2017-01-05,45,3575
71596,2017-01-05,46,3259
71597,2017-01-05,47,3856
71598,2017-01-05,48,2707
71599,2017-01-05,49,2834
71600,2017-01-05,50,2335
71601,2017-01-05,51,1621
71602,2017-01-05,53,1018
71603,2017-01-05,54,777
71604,2017-01-06,1,1856
71605,2017-01-06,2,2092
71606,2017-01-06,3,3455
71607,2017-01-06,4,1530
71608,2017-01-06,5,1437
71609,2017-01-06,6,1836
71610,2017-01-06,7,2076
71611,2017-01-06,8,2936
71612,2017-01-06,9,1855
71613,2017-01-06,10,780
71614,2017-01-06,11,2229
71615,2017-01-06,12,1095
71616,2017-01-06,13,777
71617,2017-01-06,14,1122
71618,2017-01-06,15,1328
71619,2017-01-06,16,636
71620,2017-01-06,17,1363
71621,2017-01-06,18,1184
71622,2017-01-06,19,1007
71623,2017-01-06,20,1338
71624,2017-01-06,21,958
71625,2017-01-06,22,743
71626,2017-01-06,23,1139
71627,2017-01-06,24,2499
71628,2017-01-06,25,1045
71629,2017-01-06,26,591
71630,2017-01-06,27,1618
71631,2017-01-06,28,1115
71632,2017-01-06,29,1143
71633,2017-01-06,30,759
71634,2017-01-06,31,1390
71635,2017-01-06,32,593
71636,2017-01-06,33,839
71637,2017-01-06,34,2329
71638,2017-01-06,35,660
71639,2017-01-06,36,1142
71640,2017-01-06,37,1567
71641,2017-01-06,38,1658
71642,2017-01-06,39,1274
71643,2017-01-06,40,1436
71644,2017-01-06,41,1106
71645,2017-01-06,42,1172
71646,2017-01-06,43,1388
71647,2017-01-06,44,4881
71648,2017-01-06,45,4348
71649,2017-01-06,46,3606
71650,2017-01-06,47,4197
71651,2017-01-06,48,3058
71652,2017-01-06,49,3361
71653,2017-01-06,50,2634
71654,2017-01-06,51,1884
71655,2017-01-06,53,1147
71656,2017-01-06,54,751
71657,2017-01-07,1,1303
71658,2017-01-07,2,2154
71659,2017-01-07,3,3813
71660,2017-01-07,4,1733
71661,2017-01-07,5,1359
71662,2017-01-07,6,2218
71663,2017-01-07,7,1868
71664,2017-01-07,8,2983
71665,2017-01-07,9,2549
71666,2017-01-07,10,1027
71667,2017-01-07,11,2647
71668,2017-01-07,12,1265
71669,2017-01-07,13,1127
71670,2017-01-07,14,1602
71671,2017-01-07,15,1365
71672,2017-01-07,16,747
71673,2017-01-07,17,1736
71674,2017-01-07,18,1355
71675,2017-01-07,19,1560
71676,2017-01-07,20,1782
71677,2017-01-07,21,1335
71678,2017-01-07,22,780
71679,2017-01-07,23,1059
71680,2017-01-07,24,2163
71681,2017-01-07,25,1331
71682,2017-01-07,26,535
71683,2017-01-07,27,1957
71684,2017-01-07,28,1433
71685,2017-01-07,29,1283
71686,2017-01-07,30,713
71687,2017-01-07,31,1533
71688,2017-01-07,32,606
71689,2017-01-07,33,960
71690,2017-01-07,34,2272
71691,2017-01-07,35,783
71692,2017-01-07,36,1191
71693,2017-01-07,37,1642
71694,2017-01-07,38,2108
71695,2017-01-07,39,1914
71696,2017-01-07,40,1416
71697,2017-01-07,41,1308
71698,2017-01-07,42,1539
71699,2017-01-07,43,1552
71700,2017-01-07,44,5608
71701,2017-01-07,45,4783
71702,2017-01-07,46,4864
71703,2017-01-07,47,4905
71704,2017-01-07,48,4090
71705,2017-01-07,49,3725
71706,2017-01-07,50,3416
71707,2017-01-07,51,1742
71708,2017-01-07,53,1335
71709,2017-01-07,54,880
71710,2017-01-08,1,558
71711,2017-01-08,2,1958
71712,2017-01-08,3,3613
71713,2017-01-08,4,1658
71714,2017-01-08,5,1062
71715,2017-01-08,6,2146
71716,2017-01-08,7,1543
71717,2017-01-08,8,2706
71718,2017-01-08,9,2187
71719,2017-01-08,10,936
71720,2017-01-08,11,2627
71721,2017-01-08,12,1235
71722,2017-01-08,13,842
71723,2017-01-08,14,1028
71724,2017-01-08,15,1071
71725,2017-01-08,16,678
71726,2017-01-08,17,1816
71727,2017-01-08,18,1341
71728,2017-01-08,19,1066
71729,2017-01-08,20,2131
71730,2017-01-08,21,1292
71731,2017-01-08,22,850
71732,2017-01-08,23,955
71733,2017-01-08,24,1743
71734,2017-01-08,25,917
71735,2017-01-08,26,593
71736,2017-01-08,27,1987
71737,2017-01-08,28,1621
71738,2017-01-08,29,1376
71739,2017-01-08,30,604
71740,2017-01-08,31,1572
71741,2017-01-08,32,615
71742,2017-01-08,33,1057
71743,2017-01-08,34,2136
71744,2017-01-08,35,743
71745,2017-01-08,36,1235
71746,2017-01-08,37,1226
71747,2017-01-08,38,2001
71748,2017-01-08,39,1648
71749,2017-01-08,40,1230
71750,2017-01-08,41,1355
71751,2017-01-08,42,1401
71752,2017-01-08,43,1483
71753,2017-01-08,44,5305
71754,2017-01-08,45,4691
71755,2017-01-08,46,4834
71756,2017-01-08,47,4983
71757,2017-01-08,48,4174
71758,2017-01-08,49,3578
71759,2017-01-08,50,3167
71760,2017-01-08,51,1856
71761,2017-01-08,53,1428
71762,2017-01-08,54,926
71763,2017-01-09,1,1798
71764,2017-01-09,2,1805
71765,2017-01-09,3,2977
71766,2017-01-09,4,1394
71767,2017-01-09,5,1250
71768,2017-01-09,6,1771
71769,2017-01-09,7,1958
71770,2017-01-09,8,2677
71771,2017-01-09,9,2073
71772,2017-01-09,10,879
71773,2017-01-09,11,2132
71774,2017-01-09,12,1154
71775,2017-01-09,13,797
71776,2017-01-09,14,1279
71777,2017-01-09,15,1439
71778,2017-01-09,16,737
71779,2017-01-09,17,1485
71780,2017-01-09,18,1212
71781,2017-01-09,19,1047
71782,2017-01-09,20,1374
71783,2017-01-09,21,1072
71784,2017-01-09,22,781
71785,2017-01-09,23,943
71786,2017-01-09,24,2087
71787,2017-01-09,25,741
71788,2017-01-09,26,445
71789,2017-01-09,27,1351
71790,2017-01-09,28,926
71791,2017-01-09,29,1009
71792,2017-01-09,30,618
71793,2017-01-09,31,1269
71794,2017-01-09,32,549
71795,2017-01-09,33,876
71796,2017-01-09,34,2009
71797,2017-01-09,35,620
71798,2017-01-09,36,1054
71799,2017-01-09,37,1400
71800,2017-01-09,38,1240
71801,2017-01-09,39,1302
71802,2017-01-09,40,1473
71803,2017-01-09,41,1017
71804,2017-01-09,42,1018
71805,2017-01-09,43,1453
71806,2017-01-09,44,4115
71807,2017-01-09,45,3497
71808,2017-01-09,46,3281
71809,2017-01-09,47,3728
71810,2017-01-09,48,2695
71811,2017-01-09,49,2835
71812,2017-01-09,50,2286
71813,2017-01-09,51,1430
71814,2017-01-09,53,940
71815,2017-01-09,54,813
71816,2017-01-10,1,1732
71817,2017-01-10,2,1765
71818,2017-01-10,3,2767
71819,2017-01-10,4,1179
71820,2017-01-10,5,1240
71821,2017-01-10,6,1555
71822,2017-01-10,7,1847
71823,2017-01-10,8,2473
71824,2017-01-10,9,1921
71825,2017-01-10,10,881
71826,2017-01-10,11,2303
71827,2017-01-10,12,1131
71828,2017-01-10,13,852
71829,2017-01-10,14,1298
71830,2017-01-10,15,1381
71831,2017-01-10,16,667
71832,2017-01-10,17,1414
71833,2017-01-10,18,1256
71834,2017-01-10,19,1068
71835,2017-01-10,20,1361
71836,2017-01-10,21,1007
71837,2017-01-10,22,648
71838,2017-01-10,23,936
71839,2017-01-10,24,2139
71840,2017-01-10,25,702
71841,2017-01-10,26,503
71842,2017-01-10,27,1513
71843,2017-01-10,28,1270
71844,2017-01-10,29,1238
71845,2017-01-10,30,747
71846,2017-01-10,31,1380
71847,2017-01-10,32,506
71848,2017-01-10,33,940
71849,2017-01-10,34,2063
71850,2017-01-10,35,613
71851,2017-01-10,36,1167
71852,2017-01-10,37,1408
71853,2017-01-10,38,1169
71854,2017-01-10,39,1332
71855,2017-01-10,40,1420
71856,2017-01-10,41,875
71857,2017-01-10,42,988
71858,2017-01-10,43,1406
71859,2017-01-10,44,3899
71860,2017-01-10,45,3218
71861,2017-01-10,46,2816
71862,2017-01-10,47,3406
71863,2017-01-10,48,2354
71864,2017-01-10,49,2710
71865,2017-01-10,50,2216
71866,2017-01-10,51,1489
71867,2017-01-10,53,972
71868,2017-01-10,54,791
71869,2017-01-11,1,1868
71870,2017-01-11,2,1794
71871,2017-01-11,3,3009
71872,2017-01-11,4,1407
71873,2017-01-11,5,1266
71874,2017-01-11,6,1658
71875,2017-01-11,7,1829
71876,2017-01-11,8,2776
71877,2017-01-11,9,1810
71878,2017-01-11,10,726
71879,2017-01-11,11,1904
71880,2017-01-11,12,1180
71881,2017-01-11,13,718
71882,2017-01-11,14,1281
71883,2017-01-11,15,1222
71884,2017-01-11,16,658
71885,2017-01-11,17,1231
71886,2017-01-11,18,1110
71887,2017-01-11,19,987
71888,2017-01-11,20,1159
71889,2017-01-11,21,1005
71890,2017-01-11,22,800
71891,2017-01-11,23,955
71892,2017-01-11,24,2215
71893,2017-01-11,25,851
71894,2017-01-11,26,520
71895,2017-01-11,27,1654
71896,2017-01-11,28,1043
71897,2017-01-11,29,1079
71898,2017-01-11,30,745
71899,2017-01-11,31,1229
71900,2017-01-11,32,552
71901,2017-01-11,33,854
71902,2017-01-11,34,1969
71903,2017-01-11,35,585
71904,2017-01-11,36,989
71905,2017-01-11,37,1597
71906,2017-01-11,38,1433
71907,2017-01-11,39,1201
71908,2017-01-11,40,1327
71909,2017-01-11,41,1085
71910,2017-01-11,42,1099
71911,2017-01-11,43,1303
71912,2017-01-11,44,4271
71913,2017-01-11,45,3402
71914,2017-01-11,46,2991
71915,2017-01-11,47,3496
71916,2017-01-11,48,2358
71917,2017-01-11,49,2893
71918,2017-01-11,50,2168
71919,2017-01-11,51,1732
71920,2017-01-11,53,995
71921,2017-01-11,54,703
71922,2017-01-12,1,1688
71923,2017-01-12,2,1721
71924,2017-01-12,3,2669
71925,2017-01-12,4,1183
71926,2017-01-12,5,1148
71927,2017-01-12,6,1473
71928,2017-01-12,7,1709
71929,2017-01-12,8,2514
71930,2017-01-12,9,1808
71931,2017-01-12,10,785
71932,2017-01-12,11,1906
71933,2017-01-12,12,1091
71934,2017-01-12,13,734
71935,2017-01-12,14,1244
71936,2017-01-12,15,1325
71937,2017-01-12,16,603
71938,2017-01-12,17,1244
71939,2017-01-12,18,1124
71940,2017-01-12,19,872
71941,2017-01-12,20,1206
71942,2017-01-12,21,873
71943,2017-01-12,22,702
71944,2017-01-12,23,949
71945,2017-01-12,24,2089
71946,2017-01-12,25,770
71947,2017-01-12,26,506
71948,2017-01-12,27,1324
71949,2017-01-12,28,1068
71950,2017-01-12,29,1053
71951,2017-01-12,30,685
71952,2017-01-12,31,1297
71953,2017-01-12,32,555
71954,2017-01-12,33,828
71955,2017-01-12,34,2027
71956,2017-01-12,35,631
71957,2017-01-12,36,1108
71958,2017-01-12,37,1469
71959,2017-01-12,38,1203
71960,2017-01-12,39,1119
71961,2017-01-12,40,1259
71962,2017-01-12,41,957
71963,2017-01-12,42,967
71964,2017-01-12,43,1234
71965,2017-01-12,44,3838
71966,2017-01-12,45,3073
71967,2017-01-12,46,2755
71968,2017-01-12,47,3163
71969,2017-01-12,48,2403
71970,2017-01-12,49,2668
71971,2017-01-12,50,2076
71972,2017-01-12,51,1408
71973,2017-01-12,53,909
71974,2017-01-12,54,678
71975,2017-01-13,1,1831
71976,2017-01-13,2,2049
71977,2017-01-13,3,3273
71978,2017-01-13,4,1479
71979,2017-01-13,5,1330
71980,2017-01-13,6,1775
71981,2017-01-13,7,1942
71982,2017-01-13,8,2922
71983,2017-01-13,9,1790
71984,2017-01-13,10,703
71985,2017-01-13,11,1886
71986,2017-01-13,12,1106
71987,2017-01-13,13,740
71988,2017-01-13,14,1138
71989,2017-01-13,15,1248
71990,2017-01-13,16,677
71991,2017-01-13,17,1219
71992,2017-01-13,18,1121
71993,2017-01-13,19,880
71994,2017-01-13,20,1186
71995,2017-01-13,21,901
71996,2017-01-13,22,660
71997,2017-01-13,23,1037
71998,2017-01-13,24,2356
71999,2017-01-13,25,1111
72000,2017-01-13,26,631
72001,2017-01-13,27,1471
72002,2017-01-13,28,983
72003,2017-01-13,29,1015
72004,2017-01-13,30,716
72005,2017-01-13,31,1257
72006,2017-01-13,32,580
72007,2017-01-13,33,798
72008,2017-01-13,34,2211
72009,2017-01-13,35,657
72010,2017-01-13,36,971
72011,2017-01-13,37,1526
72012,2017-01-13,38,1412
72013,2017-01-13,39,1281
72014,2017-01-13,40,1294
72015,2017-01-13,41,1066
72016,2017-01-13,42,1183
72017,2017-01-13,43,1273
72018,2017-01-13,44,4550
72019,2017-01-13,45,3810
72020,2017-01-13,46,3215
72021,2017-01-13,47,3724
72022,2017-01-13,48,2596
72023,2017-01-13,49,3301
72024,2017-01-13,50,2489
72025,2017-01-13,51,1846
72026,2017-01-13,53,1086
72027,2017-01-13,54,766
72028,2017-01-14,1,1307
72029,2017-01-14,2,2153
72030,2017-01-14,3,3777
72031,2017-01-14,4,1759
72032,2017-01-14,5,1390
72033,2017-01-14,6,2195
72034,2017-01-14,7,1902
72035,2017-01-14,8,3034
72036,2017-01-14,9,2327
72037,2017-01-14,10,974
72038,2017-01-14,11,2290
72039,2017-01-14,12,1311
72040,2017-01-14,13,1143
72041,2017-01-14,14,1519
72042,2017-01-14,15,1234
72043,2017-01-14,16,809
72044,2017-01-14,17,1570
72045,2017-01-14,18,1318
72046,2017-01-14,19,1499
72047,2017-01-14,20,1803
72048,2017-01-14,21,1259
72049,2017-01-14,22,779
72050,2017-01-14,23,1106
72051,2017-01-14,24,1998
72052,2017-01-14,25,1561
72053,2017-01-14,26,577
72054,2017-01-14,27,1780
72055,2017-01-14,28,1421
72056,2017-01-14,29,1167
72057,2017-01-14,30,704
72058,2017-01-14,31,1435
72059,2017-01-14,32,653
72060,2017-01-14,33,1030
72061,2017-01-14,34,2374
72062,2017-01-14,35,837
72063,2017-01-14,36,1241
72064,2017-01-14,37,1603
72065,2017-01-14,38,1924
72066,2017-01-14,39,1752
72067,2017-01-14,40,1395
72068,2017-01-14,41,1260
72069,2017-01-14,42,1512
72070,2017-01-14,43,1453
72071,2017-01-14,44,5168
72072,2017-01-14,45,4549
72073,2017-01-14,46,4450
72074,2017-01-14,47,4796
72075,2017-01-14,48,3852
72076,2017-01-14,49,3631
72077,2017-01-14,50,3270
72078,2017-01-14,51,1705
72079,2017-01-14,53,1407
72080,2017-01-14,54,958
72081,2017-01-15,1,537
72082,2017-01-15,2,1936
72083,2017-01-15,3,3738
72084,2017-01-15,4,1679
72085,2017-01-15,5,1201
72086,2017-01-15,6,2193
72087,2017-01-15,7,1635
72088,2017-01-15,8,2773
72089,2017-01-15,9,2256
72090,2017-01-15,10,918
72091,2017-01-15,11,2655
72092,2017-01-15,12,1188
72093,2017-01-15,13,873
72094,2017-01-15,14,1002
72095,2017-01-15,15,1073
72096,2017-01-15,16,827
72097,2017-01-15,17,1763
72098,2017-01-15,18,1284
72099,2017-01-15,19,1086
72100,2017-01-15,20,2122
72101,2017-01-15,21,1506
72102,2017-01-15,22,794
72103,2017-01-15,23,930
72104,2017-01-15,24,1827
72105,2017-01-15,25,1005
72106,2017-01-15,26,651
72107,2017-01-15,27,1990
72108,2017-01-15,28,1663
72109,2017-01-15,29,1408
72110,2017-01-15,30,659
72111,2017-01-15,31,1608
72112,2017-01-15,32,659
72113,2017-01-15,33,962
72114,2017-01-15,34,2134
72115,2017-01-15,35,728
72116,2017-01-15,36,1090
72117,2017-01-15,37,1140
72118,2017-01-15,38,1911
72119,2017-01-15,39,1633
72120,2017-01-15,40,1134
72121,2017-01-15,41,1421
72122,2017-01-15,42,1412
72123,2017-01-15,43,1613
72124,2017-01-15,44,5459
72125,2017-01-15,45,4529
72126,2017-01-15,46,4530
72127,2017-01-15,47,4854
72128,2017-01-15,48,4138
72129,2017-01-15,49,3653
72130,2017-01-15,50,3086
72131,2017-01-15,51,1823
72132,2017-01-15,53,1389
72133,2017-01-15,54,1029
72134,2017-01-16,1,1848
72135,2017-01-16,2,1826
72136,2017-01-16,3,3040
72137,2017-01-16,4,1394
72138,2017-01-16,5,1237
72139,2017-01-16,6,1690
72140,2017-01-16,7,1829
72141,2017-01-16,8,2738
72142,2017-01-16,9,2078
72143,2017-01-16,10,855
72144,2017-01-16,11,2139
72145,2017-01-16,12,1156
72146,2017-01-16,13,871
72147,2017-01-16,14,1356
72148,2017-01-16,15,1391
72149,2017-01-16,16,723
72150,2017-01-16,17,1536
72151,2017-01-16,18,1289
72152,2017-01-16,19,1082
72153,2017-01-16,20,1294
72154,2017-01-16,21,1036
72155,2017-01-16,22,726
72156,2017-01-16,23,970
72157,2017-01-16,24,2187
72158,2017-01-16,25,819
72159,2017-01-16,26,563
72160,2017-01-16,27,1523
72161,2017-01-16,28,1187
72162,2017-01-16,29,1170
72163,2017-01-16,30,782
72164,2017-01-16,31,1366
72165,2017-01-16,32,615
72166,2017-01-16,33,975
72167,2017-01-16,34,2216
72168,2017-01-16,35,699
72169,2017-01-16,36,1109
72170,2017-01-16,37,1541
72171,2017-01-16,38,1309
72172,2017-01-16,39,1349
72173,2017-01-16,40,1457
72174,2017-01-16,41,1007
72175,2017-01-16,42,1025
72176,2017-01-16,43,1478
72177,2017-01-16,44,4063
72178,2017-01-16,45,3502
72179,2017-01-16,46,3080
72180,2017-01-16,47,3679
72181,2017-01-16,48,2565
72182,2017-01-16,49,2944
72183,2017-01-16,50,2203
72184,2017-01-16,51,1561
72185,2017-01-16,53,1056
72186,2017-01-16,54,904
72187,2017-01-17,1,1753
72188,2017-01-17,2,1694
72189,2017-01-17,3,2744
72190,2017-01-17,4,1224
72191,2017-01-17,5,1246
72192,2017-01-17,6,1575
72193,2017-01-17,7,1788
72194,2017-01-17,8,2487
72195,2017-01-17,9,1964
72196,2017-01-17,10,845
72197,2017-01-17,11,2043
72198,2017-01-17,12,1084
72199,2017-01-17,13,807
72200,2017-01-17,14,1275
72201,2017-01-17,15,1296
72202,2017-01-17,16,678
72203,2017-01-17,17,1441
72204,2017-01-17,18,1292
72205,2017-01-17,19,972
72206,2017-01-17,20,1275
72207,2017-01-17,21,1059
72208,2017-01-17,22,704
72209,2017-01-17,23,1008
72210,2017-01-17,24,2095
72211,2017-01-17,25,721
72212,2017-01-17,26,550
72213,2017-01-17,27,1498
72214,2017-01-17,28,1355
72215,2017-01-17,29,1250
72216,2017-01-17,30,826
72217,2017-01-17,31,1425
72218,2017-01-17,32,642
72219,2017-01-17,33,980
72220,2017-01-17,34,2168
72221,2017-01-17,35,744
72222,2017-01-17,36,1205
72223,2017-01-17,37,1483
72224,2017-01-17,38,1307
72225,2017-01-17,39,1372
72226,2017-01-17,40,1504
72227,2017-01-17,41,995
72228,2017-01-17,42,1051
72229,2017-01-17,43,1269
72230,2017-01-17,44,3787
72231,2017-01-17,45,3171
72232,2017-01-17,46,2809
72233,2017-01-17,47,3341
72234,2017-01-17,48,2354
72235,2017-01-17,49,2573
72236,2017-01-17,50,2075
72237,2017-01-17,51,1600
72238,2017-01-17,53,944
72239,2017-01-17,54,745
72240,2017-01-18,1,1871
72241,2017-01-18,2,1851
72242,2017-01-18,3,3030
72243,2017-01-18,4,1501
72244,2017-01-18,5,1164
72245,2017-01-18,6,1716
72246,2017-01-18,7,2027
72247,2017-01-18,8,2760
72248,2017-01-18,9,1871
72249,2017-01-18,10,784
72250,2017-01-18,11,1989
72251,2017-01-18,12,1124
72252,2017-01-18,13,724
72253,2017-01-18,14,1107
72254,2017-01-18,15,1288
72255,2017-01-18,16,596
72256,2017-01-18,17,1302
72257,2017-01-18,18,1161
72258,2017-01-18,19,984
72259,2017-01-18,20,1255
72260,2017-01-18,21,1004
72261,2017-01-18,22,683
72262,2017-01-18,23,946
72263,2017-01-18,24,2246
72264,2017-01-18,25,831
72265,2017-01-18,26,570
72266,2017-01-18,27,1617
72267,2017-01-18,28,1070
72268,2017-01-18,29,1084
72269,2017-01-18,30,789
72270,2017-01-18,31,1161
72271,2017-01-18,32,555
72272,2017-01-18,33,836
72273,2017-01-18,34,1967
72274,2017-01-18,35,609
72275,2017-01-18,36,1005
72276,2017-01-18,37,1644
72277,2017-01-18,38,1381
72278,2017-01-18,39,1263
72279,2017-01-18,40,1283
72280,2017-01-18,41,1089
72281,2017-01-18,42,1183
72282,2017-01-18,43,1238
72283,2017-01-18,44,4237
72284,2017-01-18,45,3300
72285,2017-01-18,46,2872
72286,2017-01-18,47,3533
72287,2017-01-18,48,2379
72288,2017-01-18,49,2882
72289,2017-01-18,50,2107
72290,2017-01-18,51,1750
72291,2017-01-18,53,1089
72292,2017-01-18,54,676
72293,2017-01-19,1,1623
72294,2017-01-19,2,1694
72295,2017-01-19,3,2632
72296,2017-01-19,4,1180
72297,2017-01-19,5,1156
72298,2017-01-19,6,1487
72299,2017-01-19,7,1731
72300,2017-01-19,8,2430
72301,2017-01-19,9,1744
72302,2017-01-19,10,677
72303,2017-01-19,11,1841
72304,2017-01-19,12,1141
72305,2017-01-19,13,751
72306,2017-01-19,14,1224
72307,2017-01-19,15,1235
72308,2017-01-19,16,602
72309,2017-01-19,17,1261
72310,2017-01-19,18,1104
72311,2017-01-19,19,928
72312,2017-01-19,20,1261
72313,2017-01-19,21,958
72314,2017-01-19,22,637
72315,2017-01-19,23,938
72316,2017-01-19,24,2113
72317,2017-01-19,25,752
72318,2017-01-19,26,461
72319,2017-01-19,27,1406
72320,2017-01-19,28,1099
72321,2017-01-19,29,1097
72322,2017-01-19,30,716
72323,2017-01-19,31,1283
72324,2017-01-19,32,583
72325,2017-01-19,33,868
72326,2017-01-19,34,2013
72327,2017-01-19,35,628
72328,2017-01-19,36,1024
72329,2017-01-19,37,1495
72330,2017-01-19,38,1131
72331,2017-01-19,39,1182
72332,2017-01-19,40,1225
72333,2017-01-19,41,1188
72334,2017-01-19,42,1028
72335,2017-01-19,43,1216
